prompt,label,category
"Where can I find the company's policies on data usage, privacy, and compliance for requested data?",0,DATA_ANALYTICS
Which tools and platforms are used by the data team for extracting and delivering requested data?,0,DATA_ANALYTICS
What is the process for requesting direct access to specific raw data tables in the data warehouse?,0,DATA_ANALYTICS
"Is there a self-service platform available for common data needs, eliminating the need for a formal request?",0,DATA_ANALYTICS
What is the retention policy for data delivered in response to a data request?,0,DATA_ANALYTICS
What are the different methods for publishing a new report?,0,BI_DEVELOPER
What is the standard naming convention for published reports?,0,BI_DEVELOPER
How do we ensure data accuracy before publishing a report?,0,BI_DEVELOPER
Is there a pre-publishing checklist for reports?,0,BI_DEVELOPER
What is the process for updating an existing published report?,0,BI_DEVELOPER
How do we document a newly published report?,0,BI_DEVELOPER
What tools are used for report publishing?,0,BI_DEVELOPER
How can we verify a report was successfully published?,0,BI_DEVELOPER
What are the best practices for organizing published reports?,0,BI_DEVELOPER
Who approves a report before it can be published?,0,BI_DEVELOPER
What is the policy for retiring old or unused reports?,0,BI_DEVELOPER
How do we handle different versions of a published report?,0,BI_DEVELOPER
What considerations should be made for target audience when publishing?,0,BI_DEVELOPER
What are common errors encountered during report publishing and how are they resolved?,0,BI_DEVELOPER
Is there a staging environment for reports before production publishing?,0,BI_DEVELOPER
How do we ensure compliance with data governance policies during publishing?,0,BI_DEVELOPER
What is the procedure for publishing reports to external stakeholders?,0,BI_DEVELOPER
How do I request access to a specific report?,0,BI_DEVELOPER
What are the different levels of permissions available for reports?,0,BI_DEVELOPER
Who is responsible for granting report access?,0,BI_DEVELOPER
What is the process for revoking a user's report permissions?,0,BI_DEVELOPER
How do permissions for data sources relate to report permissions?,0,BI_DEVELOPER
Can report permissions be inherited from a higher-level folder or group?,0,BI_DEVELOPER
How do we audit current report permissions for a given user?,0,BI_DEVELOPER
What is the policy for granting temporary report access?,0,BI_DEVELOPER
How do we manage permissions for large user groups?,0,BI_DEVELOPER
What are the security best practices for managing report permissions?,0,BI_DEVELOPER
How can we identify who has access to a particular report?,0,BI_DEVELOPER
What happens if there's a conflict between different permission assignments?,0,BI_DEVELOPER
Is there a self-service portal for managing report access requests?,0,BI_DEVELOPER
How do we ensure compliance with data privacy regulations regarding report access?,0,BI_DEVELOPER
What is the role of Active Directory groups in report permission management?,0,BI_DEVELOPER
How often are report permissions reviewed and updated?,0,BI_DEVELOPER
What are the implications of granting 'viewer' vs. 'contributor' access to a report?,0,BI_DEVELOPER
How do I set up a new data refresh schedule for a report?,0,BI_DEVELOPER
What are the available frequency options for report data refreshes?,0,BI_DEVELOPER
How can I monitor the status of a scheduled report refresh?,0,BI_DEVELOPER
What is the procedure for troubleshooting a failed report refresh?,0,BI_DEVELOPER
Who is notified when a report refresh fails?,0,BI_DEVELOPER
How do data source credentials impact refresh schedules?,0,BI_DEVELOPER
"Can a report be refreshed on demand, outside of its schedule?",0,BI_DEVELOPER
How do we manage refresh schedules for reports with multiple data sources?,0,BI_DEVELOPER
What are the capacity planning considerations for report refresh schedules?,0,BI_DEVELOPER
How can we optimize report refresh performance?,0,BI_DEVELOPER
What happens if a scheduled refresh is missed due to system downtime?,0,BI_DEVELOPER
Is there a limit to the number of refreshes per day for a report?,0,BI_DEVELOPER
How do we prioritize refresh schedules for critical reports?,0,BI_DEVELOPER
What documentation is required for a report's refresh schedule?,0,BI_DEVELOPER
How can we identify reports that are not refreshing as expected?,0,BI_DEVELOPER
What is the process for modifying an existing refresh schedule?,0,BI_DEVELOPER
What criteria are used to classify data assets?,0,DATA_GOVERNANCE
How frequently are data classification policies reviewed and updated?,0,DATA_GOVERNANCE
Who holds primary responsibility for the initial classification of new data?,0,DATA_GOVERNANCE
What are the defined levels or categories of data classification within the organization?,0,DATA_GOVERNANCE
"Which specific data types require special classification (e.g., PII, PHI, financial, intellectual property)?",0,DATA_GOVERNANCE
What technological tools or systems support the data classification process?,0,DATA_GOVERNANCE
How is data misclassification identified and corrected?,0,DATA_GOVERNANCE
What training programs are in place regarding data classification standards and procedures?,0,DATA_GOVERNANCE
How does data classification directly influence access controls and security measures?,0,DATA_GOVERNANCE
What metrics are employed to evaluate the effectiveness and accuracy of data classification efforts?,0,DATA_GOVERNANCE
"Is there a centralized repository for data classification definitions, guidelines, and metadata?",0,DATA_GOVERNANCE
What are the established procedures for reclassifying data when its sensitivity or context changes?,0,DATA_GOVERNANCE
How is data classification integrated into the broader data lifecycle management framework?,0,DATA_GOVERNANCE
What are the potential consequences or risks associated with inadequate or incorrect data classification?,0,DATA_GOVERNANCE
How are third-party data sources and external data sharing agreements impacted by internal data classification?,0,DATA_GOVERNANCE
What audit mechanisms are in place to ensure ongoing compliance with classification policies?,0,DATA_GOVERNANCE
Who is accountable for overseeing the overall data classification program?,0,DATA_GOVERNANCE
What are the organization's overarching data retention policies and guidelines?,0,DATA_GOVERNANCE
"How are legal, regulatory, and business requirements factored into determining data retention periods?",0,DATA_GOVERNANCE
Who has the authority to approve or modify data retention schedules?,0,DATA_GOVERNANCE
What specific procedures govern the secure disposal of data once its retention period expires?,0,DATA_GOVERNANCE
How does the organization manage data under legal hold or litigation preservation orders?,0,DATA_GOVERNANCE
What methods are used for archiving data in accordance with retention policies?,0,DATA_GOVERNANCE
Which systems or applications are leveraged to automate or enforce data retention policies?,0,DATA_GOVERNANCE
How is compliance with established data retention policies regularly monitored and reported?,0,DATA_GOVERNANCE
What are the consequences or disciplinary actions for non-compliance with data retention policies?,0,DATA_GOVERNANCE
How are employees educated and communicated with regarding their responsibilities related to data retention?,0,DATA_GOVERNANCE
What are the defined roles and responsibilities for implementing and managing data retention?,0,DATA_GOVERNANCE
How does the implementation of data retention policies impact data storage costs and infrastructure?,0,DATA_GOVERNANCE
Is there a formal process for periodic review and update of all data retention schedules?,0,DATA_GOVERNANCE
"How are data retention policies specifically applied to unstructured data (e.g., emails, documents)?",0,DATA_GOVERNANCE
What is the process for requesting an early deletion or an extended retention period for specific data?,0,DATA_GOVERNANCE
How does the organization ensure data minimization principles are balanced with retention requirements?,0,DATA_GOVERNANCE
What audit trails are maintained for all data disposition and retention actions?,0,DATA_GOVERNANCE
"Who are the officially designated data stewards within the organization, and for which data domains?",0,DATA_GOVERNANCE
What are the explicit primary responsibilities and accountabilities of a data steward?,0,DATA_GOVERNANCE
What criteria and process are used for selecting and formally appointing data stewards?,0,DATA_GOVERNANCE
What ongoing training and development programs are offered to data stewards?,0,DATA_GOVERNANCE
"How do data stewards collaborate and interact with data owners, data custodians, and other stakeholders?",0,DATA_GOVERNANCE
What level of decision-making authority do data stewards possess regarding their assigned data?,0,DATA_GOVERNANCE
How do data stewards contribute to ensuring and improving data quality across the organization?,0,DATA_GOVERNANCE
What is the organizational reporting structure for data stewardship functions?,0,DATA_GOVERNANCE
How do data stewards actively contribute to the development and implementation of data governance initiatives?,0,DATA_GOVERNANCE
"What specific tools, platforms, or systems are utilized by data stewards in their daily tasks?",0,DATA_GOVERNANCE
How is the overall effectiveness and impact of the data stewardship program measured?,0,DATA_GOVERNANCE
What is the established escalation path for data-related issues identified by data stewards?,0,DATA_GOVERNANCE
"How do data stewards ensure ongoing compliance with relevant data policies, standards, and regulations?",0,DATA_GOVERNANCE
"Are there clear definitions and differentiations between data owner, data steward, and data custodian roles?",0,DATA_GOVERNANCE
How do data stewards address and integrate privacy and security considerations into their data management?,0,DATA_GOVERNANCE
"What is the process for resolving conflicts or discrepancies concerning data definitions, usage, or ownership among stakeholders?",0,DATA_GOVERNANCE
What is the current process for registering a new model version?,0,MLOPS
Which essential metadata fields are mandatory for each model entry in the registry?,0,MLOPS
Describe the approval workflow for promoting a model from development to production.,0,MLOPS
How are previous model versions accessed and retrieved from the registry for rollback or analysis?,0,MLOPS
"What mechanisms track the lineage of a model, including training data and code?",0,MLOPS
Are model artifacts automatically associated with their respective training runs and hyperparameters?,0,MLOPS
How are user roles and permissions managed for interacting with the model registry?,0,MLOPS
What is the integration strategy between the model registry and CI/CD pipelines?,0,MLOPS
"How are model lifecycle stages (e.g., 'staging', 'production', 'archived') defined and managed?",0,MLOPS
"How does the registry handle explicit model dependencies, such as specific library versions or preprocessors?",0,MLOPS
Can custom tags or labels be applied to models to facilitate search and organization?,0,MLOPS
Where is model documentation stored or linked within the registry?,0,MLOPS
"What is the procedure for deprecating, archiving, or permanently deleting a model version?",0,MLOPS
Does the registry support various machine learning frameworks and serialization formats?,0,MLOPS
"How are non-model artifacts (e.g., pre-processing scripts, post-processing logic) managed alongside models?",0,MLOPS
Is there functionality to compare performance metrics or other characteristics across different model versions?,0,MLOPS
What security measures are in place to ensure the integrity and confidentiality of registered models?,0,MLOPS
"What deployment strategies (e.g., blue/green, canary, A/B testing) are supported for models?",0,MLOPS
How is the underlying infrastructure for model serving provisioned and scaled?,0,MLOPS
"What are the performance requirements (latency, throughput) for deployed model endpoints?",0,MLOPS
Describe the automated scaling policies for model serving infrastructure.,0,MLOPS
What is the defined rollback procedure in case of a failed model deployment or degraded performance?,0,MLOPS
"How are model inference endpoints exposed and secured (e.g., API Gateway, authentication)?",0,MLOPS
How are deployment environments configured to meet the specific needs of different models?,0,MLOPS
Does the deployment pipeline include automated health checks and functional tests of the deployed model?,0,MLOPS
How are model artifacts packaged and containerized for deployment?,0,MLOPS
Which tools are used for orchestrating and automating model deployments across environments?,0,MLOPS
"How is resource utilization (CPU, GPU, memory) monitored and managed for deployed models?",0,MLOPS
Is there a disaster recovery plan for critical model serving infrastructure?,0,MLOPS
How are A/B tests or shadow deployments configured and monitored?,0,MLOPS
What is the strategy for zero-downtime updates of production models?,0,MLOPS
Are there specific compliance or regulatory considerations influencing model deployment practices?,0,MLOPS
How are models deployed to edge devices or for offline inference?,0,MLOPS
What is the versioning scheme for model APIs and endpoints?,0,MLOPS
"Which core performance metrics (e.g., accuracy, precision, recall) are monitored for deployed models?",0,MLOPS
How is data drift detected and quantified in the input data streams of production models?,0,MLOPS
"What system-level metrics (e.g., CPU, RAM, network I/O, error rates) are collected from serving infrastructure?",0,MLOPS
"How are inference latency, throughput, and error rates tracked and visualized?",0,MLOPS
"What tools and platforms are used for collecting, aggregating, and visualizing model monitoring data?",0,MLOPS
What are the criteria and thresholds for triggering alerts based on model performance or drift?,0,MLOPS
What is the established process for investigating and resolving monitoring-triggered alerts?,0,MLOPS
"How are business impact metrics (e.g., revenue, conversion rate) linked to model performance monitoring?",0,MLOPS
How frequently are model predictions compared against ground truth or actual outcomes?,0,MLOPS
"What methods are employed to monitor for fairness, bias, or ethical concerns in model predictions?",0,MLOPS
What is the data retention policy for all collected monitoring metrics and logs?,0,MLOPS
"Can custom, model-specific metrics be defined and integrated into the monitoring system?",0,MLOPS
Is there a centralized dashboard providing a real-time overview of all deployed model health?,0,MLOPS
How does the monitoring system provide feedback for model retraining or recalibration?,0,MLOPS
What audit trails and compliance records are generated from monitoring activities?,0,MLOPS
"How are anomalies in model behavior (e.g., sudden changes in prediction distribution) identified?",0,MLOPS
What is the minimum set of metadata required to track for any AI experiment?,0,AI_RESEARCH
How can experiment tracking systems ensure the reproducibility of machine learning model results?,0,AI_RESEARCH
What tools and platforms are most effective for automated logging of experiment parameters and metrics?,0,AI_RESEARCH
"How do we manage and version control the code, data, and environment configurations for multiple experiment runs?",0,AI_RESEARCH
What are the best practices for visualizing experiment progress and comparing different model iterations?,0,AI_RESEARCH
How can experiment tracking help in identifying and debugging performance regressions?,0,AI_RESEARCH
What strategies can be employed to track experiments in a collaborative research environment?,0,AI_RESEARCH
"How do we handle and store large volumes of experiment artifacts, such as checkpoints and logs?",0,AI_RESEARCH
What mechanisms are available for linking specific experiment runs to their underlying dataset versions?,0,AI_RESEARCH
How can real-time experiment tracking be implemented for continuously learning systems?,0,AI_RESEARCH
What level of granularity should be applied when tracking hyperparameter changes in an experiment?,0,AI_RESEARCH
How can experiment tracking integrate with MLOps pipelines for continuous integration and deployment?,0,AI_RESEARCH
What are the security implications of tracking sensitive experiment data?,0,AI_RESEARCH
How do we ensure data provenance for inputs used in an experiment run?,0,AI_RESEARCH
What features are crucial for an experiment tracking system to support A/B testing in production?,0,AI_RESEARCH
What information is essential for comprehensive dataset documentation?,0,AI_RESEARCH
How can we document the data collection methodology to ensure transparency and replicability?,0,AI_RESEARCH
What are the critical components of a dataset schema and data dictionary?,0,AI_RESEARCH
How should data preprocessing and transformation steps be documented?,0,AI_RESEARCH
What methods exist for documenting potential biases and limitations within a dataset?,0,AI_RESEARCH
"How can dataset documentation ensure compliance with data privacy regulations (e.g., GDPR, CCPA)?",0,AI_RESEARCH
What strategies are effective for versioning and managing changes in large datasets over time?,0,AI_RESEARCH
"How do we document data quality issues, missing values, and anomalies?",0,AI_RESEARCH
What licensing and usage rights information must be included in dataset documentation?,0,AI_RESEARCH
How can documentation specify the intended use cases and potential misuses of a dataset?,0,AI_RESEARCH
What tools can automate the generation and maintenance of dataset documentation?,0,AI_RESEARCH
"How can dataset documentation promote the FAIR principles (Findable, Accessible, Interoperable, Reusable)?",0,AI_RESEARCH
What are the best practices for documenting datasets that contain sensitive or personally identifiable information?,0,AI_RESEARCH
"How can metadata standards (e.g., DataCite, Dublin Core) enhance dataset discoverability?",0,AI_RESEARCH
How do we document data drift and concept drift in evolving datasets?,0,AI_RESEARCH
What role does domain expertise play in enriching dataset documentation?,0,AI_RESEARCH
How can we ensure dataset documentation is easily understandable by both technical and non-technical audiences?,0,AI_RESEARCH
What information should be included to describe the ethical considerations related to a dataset's origin and use?,0,AI_RESEARCH
What are the primary triggers for initiating an AI ethics review for a research project?,0,AI_RESEARCH
"Who should constitute an ethics review board for AI research, and what expertise should they possess?",0,AI_RESEARCH
"What key ethical principles (e.g., fairness, transparency, accountability) guide AI ethics reviews?",0,AI_RESEARCH
"How do ethics reviews assess the potential societal impacts, both positive and negative, of an AI system?",0,AI_RESEARCH
What methods are used to identify and mitigate ethical risks associated with AI model development and deployment?,0,AI_RESEARCH
How do ethics reviews ensure that AI systems are developed with a focus on explainability and interpretability?,0,AI_RESEARCH
What frameworks or metrics are employed to evaluate fairness and detect bias in AI models during an ethics review?,0,AI_RESEARCH
How are data privacy and security concerns scrutinized within the scope of an AI ethics review?,0,AI_RESEARCH
What is the process for managing and resolving conflicts of interest within an ethics review panel?,0,AI_RESEARCH
"How frequently should an AI project undergo follow-up or re-evaluation ethics reviews, especially for evolving systems?",0,AI_RESEARCH
What documentation is typically required for submission to an AI ethics review committee?,0,AI_RESEARCH
How can stakeholder engagement and public consultation be integrated into the ethics review process?,0,AI_RESEARCH
What mechanisms exist for appealing or reconsidering an ethics review decision?,0,AI_RESEARCH
How do ethics reviews balance the promotion of innovation with the necessity of ethical safeguards in AI?,0,AI_RESEARCH
What are the unique challenges of conducting ethics reviews for rapidly advancing AI technologies?,0,AI_RESEARCH
How can an ethics review process foster a culture of responsible AI development within an organization?,0,AI_RESEARCH
What role do international guidelines and regulations play in shaping AI ethics review practices?,0,AI_RESEARCH
How can ethics reviews address the long-term and systemic impacts of AI systems?,0,AI_RESEARCH
What measures are in place to ensure the independence and impartiality of ethics review committees?,0,AI_RESEARCH
Where is the organization's official policy library located and maintained?,0,SECURITY_GRC
What is the formal process for submitting a new policy for approval and inclusion in the library?,0,SECURITY_GRC
How often are existing policies within the library reviewed and updated to ensure continued relevance and accuracy?,0,SECURITY_GRC
Who are the designated individuals or committees responsible for approving policy changes and new policy additions?,0,SECURITY_GRC
"Are all employees, contractors, and relevant third parties aware of where to access the policy library and its contents?",0,SECURITY_GRC
"What system or methodology is used for managing policy versions, ensuring only the most current iteration is accessible?",0,SECURITY_GRC
"Does the policy library encompass only high-level policies, or does it also include supporting procedures, standards, and guidelines?",0,SECURITY_GRC
How are newly approved or updated policies effectively communicated to all relevant stakeholders throughout the organization?,0,SECURITY_GRC
Is there a mechanism or system in place to track and document employee acknowledgement and understanding of key policies?,0,SECURITY_GRC
"What is the established retention period for retired, superseded, or archived policies within the library?",0,SECURITY_GRC
"How does the policy library demonstrate and ensure compliance with relevant external regulations, laws, and industry frameworks (e.g., GDPR, HIPAA, PCI DSS)?",0,SECURITY_GRC
Is there a searchable index or effective search functionality available within the policy library to quickly locate specific policies?,0,SECURITY_GRC
What is the defined process for requesting and documenting exceptions or deviations from established policies?,0,SECURITY_GRC
Who are the designated owners responsible for the content and maintenance of specific policies within the library?,0,SECURITY_GRC
"Are policies within the library categorized or tagged by subject matter, department, or regulatory domain for ease of navigation?",0,SECURITY_GRC
How is consistency and alignment maintained across related policies to avoid contradictions or ambiguities?,0,SECURITY_GRC
What is the current version or snapshot of the organizational risk register being utilized?,0,SECURITY_GRC
"Who serves as the primary owner or steward of the risk register, responsible for its overall integrity and upkeep?",0,SECURITY_GRC
"How frequently is the risk register formally reviewed, assessed, and updated by relevant stakeholders?",0,SECURITY_GRC
What specific criteria and scales are employed to assess the likelihood and potential impact of identified risks?,0,SECURITY_GRC
Does the risk register explicitly differentiate between inherent risk and residual risk levels?,0,SECURITY_GRC
What is the defined process for identifying new risks and subsequently adding them to the risk register?,0,SECURITY_GRC
What is the approval workflow for proposed risk treatment plans and mitigation strategies?,0,SECURITY_GRC
Are clear and accountable risk owners assigned to each individual risk entry within the register?,0,SECURITY_GRC
How is the organization's defined risk appetite or tolerance formally documented and reflected within the risk register?,0,SECURITY_GRC
What standard reporting mechanisms and dashboards are available for communicating risk register status to leadership and stakeholders?,0,SECURITY_GRC
"How are changes to risk ratings (likelihood, impact, residual) tracked and trended over time within the register?",0,SECURITY_GRC
"Does the risk register integrate with or feed into incident management, business continuity, or disaster recovery processes?",0,SECURITY_GRC
What processes are in place for actively monitoring emerging risks and incorporating them into the risk register?,0,SECURITY_GRC
What specific tools or platforms are currently used to manage and maintain the risk register?,0,SECURITY_GRC
"How are interdependent or cascading risks identified, documented, and managed within the register?",0,SECURITY_GRC
Is there a process for conducting regular quality assurance and validation of risk register entries?,0,SECURITY_GRC
"How are control deficiencies, as identified through assessments, linked to and documented within the risk register?",0,SECURITY_GRC
"What specific industry frameworks or regulatory standards (e.g., NIST, ISO 27001, COBIT) are leveraged for control mapping?",0,SECURITY_GRC
What is the methodology for mapping specific organizational controls to the risks identified in the risk register?,0,SECURITY_GRC
"Who is explicitly responsible for establishing, reviewing, and maintaining the accuracy of control mappings?",0,SECURITY_GRC
"How often are control mappings formally reviewed and validated for their accuracy, completeness, and continued relevance?",0,SECURITY_GRC
What is the standardized process for documenting the design and operational effectiveness of mapped controls?,0,SECURITY_GRC
"Are controls also mapped to the specific policies, standards, or procedures they are intended to enforce or support?",0,SECURITY_GRC
"How are control gaps, redundancies, or overlaps identified through the control mapping process?",0,SECURITY_GRC
What types of evidence are collected and maintained to support the design and operational effectiveness of mapped controls?,0,SECURITY_GRC
Is there a system or mechanism to visualize control coverage across different regulatory requirements or frameworks?,0,SECURITY_GRC
"How are changes to control definitions, implementation details, or ownership reflected and updated in the control mappings?",0,SECURITY_GRC
What methodology is used to assess and report on the maturity level of implemented controls?,0,SECURITY_GRC
How do control owners formally acknowledge and confirm their understanding of the controls for which they are responsible?,0,SECURITY_GRC
"Are controls mapped to specific business processes, critical assets, or organizational functions?",0,SECURITY_GRC
What process is in place to identify and potentially consolidate redundant or overlapping controls?,0,SECURITY_GRC
What reporting capabilities exist to track the implementation status and effectiveness of mapped controls?,0,SECURITY_GRC
How are inherited controls from third-party vendors or cloud service providers integrated into the organization's control mappings?,0,SECURITY_GRC
What is the process for deactivating or retiring controls and subsequently updating their associated mappings?,0,SECURITY_GRC
What is the first step in triaging a high-severity alert?,0,SECURITY_SOC
Where can I find the most up-to-date alert triage runbook?,0,SECURITY_SOC
What information is required before escalating an alert?,0,SECURITY_SOC
What are the different alert severity levels defined in our policy?,0,SECURITY_SOC
How do we determine if an alert is a false positive?,0,SECURITY_SOC
What is the escalation threshold for a critical alert during business hours?,0,SECURITY_SOC
Who is the primary contact for network intrusion alerts?,0,SECURITY_SOC
What is the standard operating procedure (SOP) for ransomware alerts?,0,SECURITY_SOC
How do I document my actions during alert investigation?,0,SECURITY_SOC
What tools are available for alert enrichment?,0,SECURITY_SOC
What is the expected response time for a medium-severity alert?,0,SECURITY_SOC
Are there specific playbooks for cloud security incidents?,0,SECURITY_SOC
How often are our playbooks reviewed and updated?,0,SECURITY_SOC
What is the process for reporting a new type of threat?,0,SECURITY_SOC
What metrics are used to measure the effectiveness of our alert triage process?,0,SECURITY_SOC
"What constitutes a P1 incident, and what is the immediate action required?",0,SECURITY_SOC
How do we handle alerts originating from a third-party vendor system?,0,SECURITY_SOC
What information should be included in an initial alert summary for escalation?,0,SECURITY_SOC
What is the role of automation in our alert triage process?,0,SECURITY_SOC
What is the escalation matrix for after-hours incidents?,0,SECURITY_SOC
Where can I find the contact information for the incident response team?,0,SECURITY_SOC
What is the process for requesting a new playbook be created?,0,SECURITY_SOC
How do we track the status of an ongoing incident?,0,SECURITY_SOC
What are the reporting requirements for compliance-related security events?,0,SECURITY_SOC
What training is available for new SOC analysts on alert triage?,0,SECURITY_SOC
What is the difference between an alert and an incident?,0,SECURITY_SOC
What are the typical false positive indicators for a web application firewall alert?,0,SECURITY_SOC
What is the escalation path for a denial-of-service attack alert?,0,SECURITY_SOC
How do we ensure consistency in alert triage across shifts?,0,SECURITY_SOC
What is the retention policy for alert logs and investigation data?,0,SECURITY_SOC
What is the impact assessment process for a confirmed security incident?,0,SECURITY_SOC
Are there any specific legal or regulatory considerations for data breach alerts?,0,SECURITY_SOC
How do we collaborate with other IT teams during incident response?,0,SECURITY_SOC
What is the rollback procedure if a remediation action causes an outage?,0,SECURITY_SOC
What is the communication plan for stakeholders during a major incident?,0,SECURITY_SOC
How do we prioritize alerts when multiple high-severity events occur simultaneously?,0,SECURITY_SOC
What is the process for requesting external forensic assistance?,0,SECURITY_SOC
What is the procedure for handling alerts related to insider threats?,0,SECURITY_SOC
What information should be gathered before closing an alert?,0,SECURITY_SOC
What tools are integrated with our SIEM for automated response actions?,0,SECURITY_SOC
What are the specific thresholds for CPU utilization alerts on critical servers?,0,SECURITY_SOC
How do we differentiate between a legitimate administrative action and a suspicious activity?,0,SECURITY_SOC
What is the process for tuning alert rules to reduce noise?,0,SECURITY_SOC
What data sources are ingested into our SIEM for alert generation?,0,SECURITY_SOC
What is the acceptable downtime for a critical system impacted by a security incident?,0,SECURITY_SOC
What is the post-incident review process?,0,SECURITY_SOC
How do we ensure that lessons learned from previous incidents are incorporated into playbooks?,0,SECURITY_SOC
What is the reporting structure for security incidents to senior management?,0,SECURITY_SOC
What are the specific steps for containing a malware outbreak?,0,SECURITY_SOC
What is the process for handling alerts related to compromised user accounts?,0,SECURITY_SOC
What criteria are used to define the different severity levels for an incident?,0,SECURITY_IR
How many distinct severity levels are defined in our incident response plan?,0,SECURITY_IR
Who is responsible for the initial assignment of an incident's severity?,0,SECURITY_IR
What is the process for re-evaluating or escalating an incident's severity level?,0,SECURITY_IR
Are there specific examples provided for each severity level to guide responders?,0,SECURITY_IR
How does business impact influence the determination of an incident's severity?,0,SECURITY_IR
What role does technical impact play in assigning a severity level?,0,SECURITY_IR
What are the expected response time objectives (RTOs) for each severity level?,0,SECURITY_IR
What are the expected resolution time objectives (SLAs/RPOs) for each severity level?,0,SECURITY_IR
Is there a matrix that maps specific incident types to initial severity recommendations?,0,SECURITY_IR
How does the severity matrix integrate with our monitoring and alerting systems?,0,SECURITY_IR
Who has the authority to approve a change in an incident's severity?,0,SECURITY_IR
What is the review process for ensuring consistent application of the severity matrix?,0,SECURITY_IR
How often is the incident severity matrix reviewed and updated?,0,SECURITY_IR
"Are there different severity matrices for different types of incidents (e.g., security, infrastructure)?",0,SECURITY_IR
What is the escalation path defined for incidents of the highest severity?,0,SECURITY_IR
What data sources are typically consulted when determining incident severity?,0,SECURITY_IR
How does customer impact factor into the severity assignment process?,0,SECURITY_IR
Where are the official incident communication templates stored and accessible?,0,SECURITY_IR
"What types of communication templates are available for different incident phases (e.g., initial, update, resolution)?",0,SECURITY_IR
Who is responsible for drafting internal incident communications?,0,SECURITY_IR
Who is responsible for drafting external incident communications?,0,SECURITY_IR
What is the approval workflow for external incident communications?,0,SECURITY_IR
What mandatory information must be included in an initial incident notification template?,0,SECURITY_IR
What mandatory information must be included in an incident status update template?,0,SECURITY_IR
What mandatory information must be included in an incident resolution communication template?,0,SECURITY_IR
Are there specific templates for communicating with legal or regulatory bodies?,0,SECURITY_IR
How are communication recipients identified for different incident types and severities?,0,SECURITY_IR
"What communication channels are designated for incident updates (e.g., email, chat, status page)?",0,SECURITY_IR
How frequently should status updates be sent based on incident severity?,0,SECURITY_IR
Is there a template for a post-incident review (PIR) summary communication?,0,SECURITY_IR
How are sensitive or confidential details redacted or handled in public communications?,0,SECURITY_IR
What is the process for customizing communication templates for unique incident circumstances?,0,SECURITY_IR
How is a record of all incident communications maintained and archived?,0,SECURITY_IR
Are there pre-approved statements or FAQs available within the templates for common issues?,0,SECURITY_IR
Who is responsible for ensuring the accuracy and tone of incident communications?,0,SECURITY_IR
What types of digital and physical assets are considered incident evidence?,0,SECURITY_IR
What is the approved procedure for collecting incident evidence?,0,SECURITY_IR
Who is authorized to collect and preserve incident evidence?,0,SECURITY_IR
Where is collected incident evidence securely stored?,0,SECURITY_IR
What is the documented chain of custody process for all incident evidence?,0,SECURITY_IR
How is the integrity and authenticity of collected evidence ensured and verified?,0,SECURITY_IR
What specific tools or software are approved for evidence collection?,0,SECURITY_IR
What are the retention policies for different categories of incident evidence?,0,SECURITY_IR
What is the process for securely disposing of incident evidence once its retention period expires?,0,SECURITY_IR
"How is incident evidence thoroughly documented, including metadata and timestamps?",0,SECURITY_IR
What legal or regulatory compliance requirements must be adhered to during evidence handling?,0,SECURITY_IR
What is the process for granting authorized access to collected incident evidence?,0,SECURITY_IR
How is Personally Identifiable Information (PII) handled when it is part of incident evidence?,0,SECURITY_IR
What training is required for personnel involved in incident evidence collection and handling?,0,SECURITY_IR
What is the standard scanning frequency for critical production systems?,0,VULNERABILITY_MANAGEMENT
How often are development and staging environments scanned for vulnerabilities?,0,VULNERABILITY_MANAGEMENT
Are external-facing assets scanned more frequently than internal assets?,0,VULNERABILITY_MANAGEMENT
What is the scanning cadence for new applications before their initial deployment?,0,VULNERABILITY_MANAGEMENT
How often are network infrastructure devices scanned for vulnerabilities and misconfigurations?,0,VULNERABILITY_MANAGEMENT
What is the typical scanning schedule for cloud resources and services?,0,VULNERABILITY_MANAGEMENT
Is there an on-demand scanning capability available for urgent or reactive situations?,0,VULNERABILITY_MANAGEMENT
How often are authenticated versus unauthenticated vulnerability scans performed?,0,VULNERABILITY_MANAGEMENT
What is the process for adjusting scanning cadence for specific assets or based on business needs?,0,VULNERABILITY_MANAGEMENT
Are web application scans conducted at the same frequency as infrastructure scans?,0,VULNERABILITY_MANAGEMENT
How often are container images scanned within the CI/CD pipeline?,0,VULNERABILITY_MANAGEMENT
What is the scanning cadence for third-party software and libraries within our ecosystem?,0,VULNERABILITY_MANAGEMENT
Is there a different scanning frequency for endpoints (desktops/laptops) compared to servers?,0,VULNERABILITY_MANAGEMENT
How are false positives from scans handled regarding subsequent scanning frequency adjustments?,0,VULNERABILITY_MANAGEMENT
What specific events or criteria trigger an unscheduled or ad-hoc vulnerability scan?,0,VULNERABILITY_MANAGEMENT
What is the estimated coverage percentage of our asset inventory by current scanning cadences?,0,VULNERABILITY_MANAGEMENT
How do we ensure scanning activities do not negatively impact system performance during scheduled times?,0,VULNERABILITY_MANAGEMENT
What factors are explicitly considered in the vulnerability risk scoring methodology?,0,VULNERABILITY_MANAGEMENT
How does asset criticality specifically influence the final calculated risk score?,0,VULNERABILITY_MANAGEMENT
Is exploitability a primary or a secondary factor in determining the risk score?,0,VULNERABILITY_MANAGEMENT
